"标题和要求
","范文
","","分析
","考试类型","附件"
"Study the following cartoon carefully and write an essay of 160-200 words in which you should:

1) describe the cartoon and the problems it reveals;

2) discuss the relationship between tradition and modernization;

3) offer your views and comments.
","China is a country with a long history. It has many special traditions and customs. They are the nation's great treasures and we should do our best to preserve them. However, as China opens up to the world, more and more foreign ideas and products come into the country. How we take this western influence and what relationship should be established between the east and the west have become urgent questions for us to answer. For example, should we allow a coffee shop to be opened in the Forbidden City, a place which is thought to represent the essence of oriental life? Can the coffee shop integrate itself into the surrounding or will it form an eye sore?

In the cartoon we see a servant bringing a cup of coffee for the emperor. The joke is that the idea of emperor and the idea of coffee do not usually come together. It is funny to think of the emperor drinking coffee. But the cartoon may yet have another meaning. It implies that emperor, if he is still there today, will have learned to drink coffee. Modernization is a historical trend.

I believe that we should be open-minded about western influence. If it is good, we should not refuse it. A coffee shop in the Forbidden City will not pose any threat to our traditional culture. It will instead provide a convenient resting place for visitors who have to walk through the huge palace. The spirit of the 21st century is one of cooperation and coexistence. We should allow different cultures to exist together and flourish together.
","","","看图写作（考研英语）",""
"Study the following cartoon carefully and write an essay of 160-200 words in which you should:

1) describe the problemsthe picturereveals;

2) offer your views and comments.
","Water is probably the most important for life. If there is no water, there is no life. China has a large water resource amounting to 2,800 billion cubic meters, but we have a large population too, of 1.3 billion people. If we allocate the water to each person, then we must consider our country as poor in water resource. In the west of China where there is little rain all the year round, the earth is cracked or desertified. People have to walk miles every day to get water. They do not have enough water for drinking, for farming or for maintaining personal hygiene. Life is difficult for them.

Even in the east of the country where there is plenty of rain and there are a great many rivers and lakes, the situation does not offer reasons for optimism. Statistics show that 400 cities suffer from shortage of water and another 100 suffer seriously. Yet 50% of the rivers are polluted and waters around 90% of the cities are to some extent affected. This has posed a serious threat not just to our health, but also to our survival. The environment has worsened to an extent where we must do something about it.

We must raise public awareness of the water crisis. We should purify water and recycle water. We must close down water-polluting factories. As individuals we should use water- saving facilities at home and reuse water from kitchen for toilet. Everyone can do something to save water. If actions are not taken immediately, in 50 years wewill lack not only food, but water.
","","","看图写作（考研英语）",""
"Study the following cartoon carefully and write an essay of about 160-200 words in which you should:

1) describe the cartoon and the problems it reveals;

2) discuss the present situation in holiday-making;

3) offer your views on the phenomenon.
","Holiday-making has become a fashion. The Chinese government supports it because tourism is a big industry, bringing the country millions in revenue. During the long holidays of May 1 and October 1, billions of people are on the move. Not only are the holiday resorts full of people who seek a break from hard work, but also the places of historical interests are packed with visitors.

This is a good phenomenon and a sign that people's life is improving. What used to be a luxury for the rich and the fortunate is now within the reach of the majority. People are enjoying the pleasure of travelling and having their minds broadened at the same time. However, holiday-making has also created problems. As the cartoon shows, not all visitors are civilized or obeying the regulations. Some want to leave their signatures and inscriptions at the places they visit. Cases of damage to statues and historical structures are increasing. The Buddha who cannot bear the scratch and itch on his foot has expressed the feelings of all who are concerned with the protection of historical relics: we cannot bear such vandalist behaviors.

While we encourage tourism and the holiday culture, we must also take measures to safeguard our cultural heritage. We must educate holiday-makers and in the mean time place a heavy penalty on those who knowingly offend. After all we must leave our children what our forefathers have left us and leave it to them in good conditions.
","","","看图写作（考研英语）",""
"Study the following cartoon carefully and write an essay of 160-200 words in which you should:

1) describe the cartoon and the problem it reveals,

2) discuss the present situation in sports and other problems related to sports, and

3) offer your solutions.
","The cartoon describes a table tennis match. One player launches a good attack, but his opponent pulls the table away and the pingpong ball falls on the ground. The opponent wins, not by skill but by cheating. This cartoon reflects a general problem in the sports of today. Almost all Olympic Games are marred by scandals of drug abuse. Although the International Olympic Committee has forbidden the use of drugs and has implemented urine test and blood test, there are still athletes who take risks, counting on their luck to escape the tests. They use drugs to boost performance, to build muscles and to increase endurance.

Drug abuse,which is a kind of cheating, is probably the inevitable result of the change in the purpose of sports. Indeed, sports are not only related with friendship and fair competition, but also related with nationalism, with national anthems and national flags. People are encouraged not to appreciate individual's skills and strengths, but to support their national teams. Sportsare also related with personal success and money. If you win, you win fame and money. And for these, athletes will do anything, including cheating and taking drugs. This is a long way off the original aim of sports or Olympics, which is to improve health, promote cooperation and teamwork, provide enjoyment and increase friendship.
","","","看图写作（考研英语）",""
"Study the following cartoon carefully and write an essay of 160-200 words in which you should:

1) describe the cartoon and the problems it reveals,

2) discuss the current situation in Chinese families,

3) offer your suggestions and comments.
","Family planning is one of the basic policies of our country. It aims at controlling the fast growing population. By 2001, we already have 1.2 billion people, a number which is about to become too big for the country to support. In this circumstance, family-planning policy should be firmly implemented.But as we have more and more one-child households, family relations have changed. The only child in the family becomes the center of attention and his wishes are always obeyed. The cartoon shows that the child has become the head of the family while the grandparents, the traditional heads of the family, are reduced to the bottom of the hierarchy.

Too much care is no good for the child's healthy development. He or she will grow up to think thatthey arethe center of the society and that everyone should care forthem and obeytheir wishes. He or she will become selfish and self-centered. And a child growing up in a rich and sheltered condition will have little psychological strength for difficulties and failures. Problems like these have not yet received full attention from our society and our educational system.

I suggest that parents try to cultivate a balanced mind in their children. Parents should talk to their children about the problems they may have and let them understand what life is really like. They should try to teach their children to care for others andfoster a spirit of cooperation. Only in this way can theonly child grow up into a healthy adult.
","","","看图写作（考研英语）",""
"Write an essay of 160-200 words based on the following drawing. In your essay, you should
1) describe the drawing briefly,
2) explain its intended meaning, and then
3) give your comments.
","The drawing, which is a boiling hotpot, vividly captures a plethora of Chinese and western cultural ingredients encompassing literature, science, philosophy, the performing arts and so on. The illustrative line beneath the cultural ""hotpot"" describes it as both delicious and nutritious.

Evidently the cartoon focuses on the currently pervasive phenomenon of cultural integration. In today's world, no country can afford to live in isolation as all countries are becoming increasingly interconnected under globalization. On the one hand, as China opens wider to the outside world, it reaches out to and embraces various foreign cultures; hence, the traditional Chinese culture is on the way to becoming more diversified, vibrant and, of course, internationalized. An obvious—and worrying—sign is that many urban Chinese youth are becoming ""Westernized."" On the other hand, more and more people from other countries continue to be fascinated by Chinese culture, such as Peking Opera, Confucianism, Buddhism and the martial arts. The fact itself is eloquent proof that different cultures in the world are able to accept and respect each other.

In my view, any national culture is a precious heritage, and part and parcel of the human civilization. Since globalization is an irresistible trend, cultural integration contributes to mutual understanding and friendship among different nations. However, as we engage with a different culture, it is advisable that we ""absorb the essence and discard the dross,"" as the wellknown Chinese saying goes. Only in this way can we promote healthy cultural integration and development.
","","第一段的开头The drawing...vividly captures是经典框架语言。第二段首句采用句型Evidently the cartoon focuses on...来点明图画的寓意。用经典结构on the one hand...on the other hand...来阐明具体分析内容，条理清晰，一目了然。最后可以用The fact itself is eloquent proof that...来总结陈述。第三段阐述自己的观点，也可以提出自己的建议。In my view从正面先说明自己的观点。然后笔锋一转，However, as we engage with a different culture, it is advisable that we ""absorb the essence and discard the dross""...一句使自己的观点更加严谨。
","看图写作（考研英语）",""
"Write an essay of 160–200 words based on the following drawing. In your essay, you should
1) describe the drawing briefly,

2) explain its intended meaning, and then
3) support your view with an example/examples.
","This cartoon humorously presents a scene of a football game with the two rivals facing each other. The striker on one team is preparing to make a decisive shoot while the goalkeeper on the opposite team is posing for defense. However, under overwhelming pressure both of them are losing their confidence. The striker magnifies the goalkeeper in his mind so that chances of shooting in are slim. Likewise, the goalkeeper minimizes his own image as if he couldn't defend the goal successfully.

Apparently, the purpose of the picture is to emphasize the importance of self-confidence in our daily life. On account of the quickening pace of life, competition becomes increasingly fierce in all walks of life, imposing tremendous pressure on all individuals. The past few years have witnessed dramatic increase in the difficulty of examinations and employment. We must maintain strong self-confidence and optimism in the face of challenges so as to survive and succeed. Suppose we are inclined to overestimate our rivals or problems and neglect our ability, we will become hesitating and doubtful of ourselves, unable to fulfill even a simple task. Therefore, it is necessary to embrace the strong faith that we are indomitable and invincible.

I can think of no better illustration than the following one. Helen Keller was born deaf, dumb and blind, with certainly nothing to give her self-confidence. Nevertheless, she went on to conquer her multiple handicaps to finally become a writer and lecturer, to become an inspiration to all. This case effectively clarifies that no matter what tasks we are confronted with, we should never overestimate the difficulties or underestimate our abilities. As the saying goes, our only enemy is ourselves. Only by building strong self-confidence can we demonstrate grace under pressure and turn our dreams into reality.
","","从内容上看，图画描述部分步步深入；从结构上看，第一段由表面到细节，分别描述两个球员的攻防状态和丧失自信的心理变化。描述部分进行了细节对比和语言的均衡分配，达到了充分描述的目的。意义阐释部分把自信的重要性从正反两面进行了论证，即“点明寓意——原因现状说明——反面论证——正面总结”的结构，使意义得到了透彻的说明，语言饱满。第三段举例论证部分是“总分总”结构。首句承上启下进行过渡。中间几句举了海伦· 凯勒的例子进行论证，具体生动，使用了过去时和平行结构。最后再次总结全文，烘托主题。
","看图写作（考研英语）",""
"Write an essay of 160-200 words based on the following drawing. In your essay, you should

1) describe the drawing briefly,
2) explain its intended meaning, and then
3) give your comments.
","As is subtly portrayed in the drawing, two handicapped young men are heading towards their destination with vigorous strides, leaving all their crutches behind. On their journey, the hardship of disability is no longer an obstacle, and they support each other with firm hands and proceed steadily. The caption indicates that they can travel extensively with combined legs.

It is apparent that the cartoonist aims at reminding us of the importance of cooperation in our daily life. Hardly can anyone achieve success in his career without the assistance of his colleagues and partners. As competition in every walk of life grows increasingly fierce, we must defeat our rivals through powerful team work. Take basketball hero Yao Ming as an example, he can slam the dunk smartly because all his teammates contribute more or less to his outstanding performance. Likewise, the successful completion of Shenzhou 7 mission should be attributed to the Chinese scientists' joint efforts instead of individual accomplishment. If we work separately, we will be confined to vulnerable minds and limited resources.

On the basis of the foregoing analysis, we may draw a conclusion that cooperation and team work really count in this competitive society. Therefore, we should associate ourselves harmoniously with our companions in every attempt towards our goals. In addition, it is indispensable for us to train our kids frequently to interact smoothly with others in a team. As the saying goes, unity is strength.
","","第一段的开头As is subtly portrayed...和后面的The caption indicates that...是经典表达。描述两个人前进先后使用了head towards, vigorous strides, proceed steadily和travel extensively。第二段的段首句直接使用It is apparent that the cartoonist aims at reminding us of...指明团结的重要性。句型方面，本段使用了倒装句Hardly...without...的形式，为行文增加了变化。本段中使用了几个不同的词来描述团队，如colleagues, partners和teammates，在最后一段中则使用了companions。第三段阐发议论，对我们自己和我们的下一代提一些建议。
","看图写作（考研英语）",""
"Study the following photos carefully and write an essay in which you should
1) describe the photos briefly,
2) interpret the social phenomenon reflected by them, and
3) give your point of view.
You should write 160-200 words.
","As is vividly portrayed in the two photos above, blind idol worship has become a craze among young people nowadays. The man in the left photo has Beckham, the name of an international football star, drawn on his face while the man in the right photo spends 300 yuan in having his hair cut in the same hairstyle as Beckham's. What is revealed in the photos is most thought-provoking.

These pictures, although a little exaggerating and satirical at first glance, can make us ponder: Why does this phenomenon appear? As is known to all, with the development of modern communications, more and more people are influenced by some so-called ""stars.""

Therefore, there are many fans who run after and imitate them—film stars, athletic stars, even stars of ""super girl"" singers. First, they do so because they admire them and want to obtain their fame and reputation. Second, although there is no denying the fact that some people do this out of pure admiration, yet, some just want to become wealthy overnight—without hard work, without sweat, just effortlessly.

In my view, the craze of blind idol worship should be taken into account by each responsible citizen of our society. On the one hand, a wholesome social environment must be shaped with the help of our government departments at all levels. On the other hand, a necessary mental guidance must be popularized among young people. In sum, great efforts must be made to reverse the current craze. Only in these ways can we build up a harmonious society.
","","本句使用as句型，并根据图画进行恰当的点评，自然地引出对图画的描述。在描述图画时，一定要抓住图画所反映出的普遍现象blind idol worship，这种概括能力和准确的措辞能充分体现作者的语言水平。第二段阐释了照片所揭示的社会现象产生的原因。衔接词therefore, first, second和yet不仅可以使内容层次分明，还可加强语气。第三段提出几个解决方法来控制此现象。
","看图写作（考研英语）",""
"Study the following picture carefully and write an essay of about 160-200 words.
Your essay should meet the requirements below:
1) Describe the picture and interpret its meaning;
2) Give your comments on the phenomenon.
","Nowadays, pirate videos, tapes and software become increasingly common. They are available both on the streets and on the shelves of stores. In fact, they are so common that people are seldom aware they are illegal. In the picture, we see a man selling pirate CDs and VCDs. The two young people are looking at his wares and choosing what they want.

However, piracies are illegal and they violate laws on intellectual property rights. Piracy is a form of stealing. By duplicating intellectual products without permission from copyright holders, they steal the achievements of other people and reap the profits from other people's hard work. Pirate products encroach on the copyrights of the authors and producers. People who make pirate products are indeed thieves.

The prevalence of piracies also has negative effects on the development of industries whose copyrights need protection, most notably entertainment and computer software. Piracies disturb the normal order of the market. The extremely low prices are taking market share from the legal manufacturers of copyright products and therefore depriving industries of the fund to invest in new products. In the long run it affects the willingness and desire to produce new products and therefore affects the prosperity of the industry itself.

Protecting intellectual property rights is beneficial to the country and to consumers. The government should tighten laws and regulations to punish those who manufacture and sell pirate products. Ordinary people should not be blinded by short-term benefits of low prices and should firmly refuse piracies.
","","1) 本文开始段采用的是间接开头法，即先对某种现象或问题进行描述，再引出中心论点。也可采用提问法或定义法。 2) 结束段提出解决问题的方案。也可对全文进行概括总结，或发表个人观点。
","看图写作（考研英语）",""
"1.Study the following picture carefully and write an essay of about 160-200 words.
2.Your essay should meet the requirements below:
1) Describe the picture and interpret its meaning;
2) Give your comments on the phenomenon.
","Nowadays a considerable number of people, especially the young, have become obsessed with romance on the Internet. According to a recent survey, nearly half of our young people have experienced the so-called cyber romance or have shown great interest in it. In the picture, we see a young man sitting in front of his computer and imagining his ideal girl on the other end of the line. This phenomenon is quite common among our young people.

The pressure of the workplace has deprived young people of much chance of communicating with each other. It is hard for them to find true love in real life. So they turn to the Internet as a medium and fall in love with each other in this virtual world. Cyber-love seems to be more mysterious and exciting to those who like to try new things. They believe that they can have more excitement there than in the real world.

In fact, cyber-love is full of dangers and risks. For one thing, you do not know who you are talking to on the net. The beautiful girl you fancy very much on the net may be in real life an ugly old woman. The handsome young man you fall in love with may be in real life a married mid-aged person with a wife and a family. While you enjoy the Internet romance, you should expect to be disappointed in the end when you find out the truth.

Cyber-love is after all a form of fantasy. You are indulging in an illusion. Your beloved girl is created out of your own imagination. You idealize her and admire her. You talk very well with her on the net, but in real life you may feel that you cannot talk or you cannot find words to express your meaning. You may find out that you cannot get along with her at all. There is a great difference between the virtual and the real world.

Many people admit that they tell lies on the net. It's also reported that some criminals commit crimes there. Therefore, we should have a correct attitude towards the cyberspace. We should make proper use of the machines we created and not fall a victim to them.
","","1) 本文开始段结合图片指出网恋现象确实存在。 2) 中间三段分析这一现象的成因及其危害，并指出网络生活与现实生活的差别所在。 3) 本文结束段表明作者对这一问题的看法，即人们应对网络持正确态度。
","看图写作（考研英语）",""
"A. Study the following picture carefully and write an essay of about 200 words.
B. Your essay should meet the requirements below:
1) Describe the picture and interpret its meaning;
2) Give your comments on the phenomenon.
","The picture shows a man holding up a big piece of wood and attacking his wife. A stool is overturned and a rice bowl is broken. The picture reveals a serious problem of our society: domestic violence. It is reported that domestic violence occurs in both cities and villages, in more or less the same way as the picture describes. Only rarely do we have a violent woman and a beaten-up man.

There are signs that this problem is becoming more and more serious. With the implementation of economic reform, an increasing number of men become rich and successful in their lives. As a result, their wives become more and more dependent financially. What is more, a lot of husbands hold the old idea that men are superior to women, and wives should completely obey their husbands. So whenever there is argument or quarrel, they settle it by violence. On the other hand, most women will do nothing after violence in order to avoid being laughed at or save their so-called face. They do not protect themselves with the weapon of law. Instead, they tolerate and keep silent, which undoubtedly encourages domestic violence.

It is high time that wetook actions to end this crime. The whole society should condemn domestic violence and the government should pass laws to to prevent domestic violence and punish those violators. Both husbands and wives should be aware that men and women are equal, so husbands should learn to respect their wives. Finally, women should know how to turn to law to protect themselves if domestic violence takes place.
","","1) 本文开始段采用的是见解开头法，即先提出存在的问题，再进行说明。除此之外，还可采用提问法，或引用名人名言法。提问法：Do you know that in both cities and villages, quite a lot of women are facing a serious problem of domestic violence from their husbands? 引用名人名言法：It's often said that men and women are created equal. However, in today's society, quite a lot of women are facing one serious problem of domestic violence from their husbands. 2) 本文结束段提出解决问题的方案。也可发表个人观点，提出对家庭暴力这一问题的看法， 或对全文进行概括总结。
","看图写作（考研英语）",""
"52. Study the following drawing carefully and write an essay in which you should：
1) Describe the drawing, interpret its meaning;

2) Give your comments on it.
You should write about 160-200 words.
","The picture unfolds to us a number of rural workers who scatter themselves around the corner of a street. Two of them in the foreground are sitting on their rolls of bedding looking bemused and disappointed; a sullen one is smoking his cigarette while brooding miserably about his uncertain future; another one, lying flatly on the ground in the background, is fast asleep because he is too tired to think about anything; still another one, standing straight with both hands in his pockets, is peering blankly into the distance with no expression on his face.

Since China adopted the reform and open policy, more and more rural workers are leaving the underdeveloped rural areas to seek temporary jobs, mostly physical, in the cities. They eat plain food, inhabit shabby shelters, and get low pay and no respect. They are regarded as transients in the cities and are even considered the most wretched people in China. They also suffer from discrimination by city dwellers and various forms of exploitation by some employers. In a word, the problems of rural workers haunts the development of modern China.

To me, rural workers accelerate the economic development of the cities because they can provide abundant and low-cost labor, increase consumption and spur competition in the labor market. What the government should do is to provide pensions, unemployment insurance and other necessary benefits to them to guarantee a fair distribution of urban resources. Only in this way will they cease to be a lasting pain of the society and start to exert a positive influence on it.
","","1) 开始段直接描述图画。 2) 第二段陈述农民工的生存现状。 3) 第三段提出作者自己对解决这一社会问题的观点。
","看图写作（考研英语）",""
"A. Study the following graph carefully and write an essay of about 160～200 words.
B. Your essay should meet the requirements below:
1) Describe the graph and interpret its meaning;
2) Point out the problems and give your comments.
","In China, more and more people are coming to the city from the countryside to make their fortune. You can see peasant workers almost everywhere. As the graph shows, City S had only 20,000 peasant workers in 1980. By 1990, this number grew to 100,000 and by 2000 it had reached 280,000. This caused a great increase in the city's population. I believe the same thing is happening in other Chinese cities as well.

It is probably a good thing for country people to leave their land to come to the big cities. It relieves pressure on the land and it is extremely good for the places where there are too many people for the work available. However, as more and more people move to the city, it creates a bigger problem than the city can cope with. In places where there have already been problems of housing, unemployment and food supply, this massive increase in the size of towns places a tremendous strain on the city government. The population is expanding at such a rate that it makes the normal planning of the town impossible. The results are over-crowdedness and slums. Moreover, it is generally the young and active members of the population who tend to move, leaving the old people, the children and the infirm to run the farms, which is hardly likely to improve the efficiency. This might cause a decline in rural industries and food supply.

It is perhaps hard to say urbanization is a good thing or a bad thing. But one thing is certain: If we narrow the gap between the city and the country and diminish poverty in the poor areas, people will live a prosperous life everywhere.
","","1) 开始段采用直接描述图表的方式，然后直指中心旨意。除此之外，还可以采用间接法，即先说现象，如： It is reported that more and more people tend to work and live in the big cities. There is a tendency that people like to live in the metropolises. 还可以提出问题，引起读者兴趣。 2) 结尾段最后提出建议。还可以归纳文章的中心。
","看图写作（考研英语）",""
"Study the following picture carefully and write an essay titled “Cheating on Exams,"" in which you should
1) describe the picture, interpret its meaning;

2) give your comments on it.
You should write about 160～200 words.
","Cheating on Exams

It seems that cheating on exams has a long history. From the picture, we can see that all kinds of cheating on exams have been existing since ancient times. People might cheat by writing on a big piece of clothes, on a small paper fan, or even by printing thousands of Chinese characters on a narrow ruler. While we are amazed by the ancient people's intelligence, we are shocked by modern technology used in cheating on exams, such as mobile phones and ear-phones. In fact, cheating is becoming prevalent and seems to spread quickly on campus.

People may wonder why cheating is so hard to prevent. On the one hand, our attitudes towards marks should be responsible. Most people, especially parents and teachers, judge students by their marks. In their minds, high marks mean everything—brightness, ability and a prosperous future. On the other hand, students also place much weight on marks. If they get low marks, they are often considered to be less able and less intelligent. So it's not surprising that students regard exam as the most important thing in the world. In order to get high marks, some of them can't help taking the risk.

Whatever the reasons, measures should be taken to stop cheating on exams. First of all, parents and teachers should take their responsibility in preventing cheating. They should not regard tests as the only way to measure the students. Encouragement and education would be more effective in preventing cheating than criticism and punishment. Furthermore, students who cheat also have to change their attitudes. They should learn to be more confident and convince themselves that they can pass exams without cheating. They should also realize that it might be easy to cheat on a test, but it will be hard to cheat in their jobs where real knowledge is required. Actually, cheating is morally wrong, but there's still a long way to go before we can eliminate this common phenomenon.
","","1) 开始段直接描述图画，然后指出考试作弊这一现象的普遍性。 2) 中间段通过列举法中的因果分析法，分析考试作弊这一现象具有普遍性的原因。 3) 第三段通过提出建议法指出如何杜绝作弊现象。
","看图写作（考研英语）",""
"A. Study the following drawing carefully and write an essay in which you should:
1) describe the drawing;
2) interpret its meaning;

3) give your comments on it.
B. You should write about 160～200 words.
","This cartoon symbolically describes how the parents and grandparents cherish, love and place at the center of their attention their child, the only child of the family. Like the sun, the center of the universe, the only child is surrounded by his or her parents and grandparents, who are like the planets revolving around the sun. They are willing to do everything to please or even indulge this child.

The picture illustrates a common phenomenon to be seen in China today. Most Chinese couples today are only allowed to have one child according to the Chinese family planning policy. Therefore this child, boy or girl, naturally becomes the apple in the parents' and grandparents' eyes. They will spare no effort in satisfying every need of the child, the so-called “little emperor.""

As far as I am concerned, this practice will not benefit the child's mental well-being in the long run. Instead, it brings a negative influence on the child's ability to cope with adversities when he grows up and enters the society. The result is that the child is as fragile as a flower growing in a greenhouse, unable to tackle hardships and setbacks in this harsh world. The right thing to do is to care, to guide and to love the only child within a reasonable limit; let the child grow naturally and healthily.
","","1) 开始段对漫面进行描述，进而确立观点并结合事实加以论证。 2) 结束段重申作者观点，即让孩子自然、健康地成长。
","看图写作（考研英语）",""
"Study the following graph carefully and write an essay of about 200 words. Your essay should meet the requirements below:

(1) Describe the graph and interpret its meaning.

(2) Give your comments on this phenomenon.
","Nowadays, one of the most serious problems for Chinais the growth of its population. It is illustrated by the graph that China's population has reached 1.3 billion. It is also reported that the number will keep increasing in the coming years.

As the problem remains, some consequences may naturally follow. For one thing, the rapid growth of the population has caused great pressure on the supply of food, water, fuel and housing, and has consequently brought about a lot of problems to both the society and the people's life. For another, the large population has led to widespread unemployment in cities and, as a result, the society is facing much more instability. Finally, the large population has also caused continuing poverty in densely populated areas, and has made it harder for children from poor families to receive education.

It is obvious that the rapid growth of population should be controlled by the government. To solve the problem, both the government and the general public should make greater efforts. The government should do more to implement the family planning policy. The public should be informed about the serious problems caused by large population.
","","分析讲解 本文开头先总述图表所反映的现象，然后对图表加以说明。 Useful Expressions: (1) Nowadays, one of the most serious problems for China is the growth of its population. (2) It is illustrated by the graph that... (3) As the problem remains, some consequences may naturally follow. (4) For one thing,... For another,... Finally,... (5) the rapid growth of population (6) to cause great pressure on (7) has consequently brought about a lot of problems to... (8) to lead to widespread unemployment in cities and, as a result,... (9) It is obvious that... (10) To solve the problem, both the government and the general public should make greater efforts.
","看图写作（考研英语）",""
"Study the following picture carefully and write an essay of about 200 words. Your essay should meet the requirements below:

1) describe the picture and interpret its meaning.

2) point out the problem and give your comments.
","Act According to Actual Circumstances

As is vividly depicted in the cartoon above, a stout customer holds a small piece of cloth as the tailor carefully measures. Funny as it may seem, this cartoon is very thought provoking. The implied meaning of the cartoon can be stated as that one needs to consider the actual circumstances when pursuing a goal. Merely acting on one's desires while ignoring the facts can hardly lead to success.

The message carried by the cartoon points to the importance of rational thinking. A case in point is the fact that currently there are more graduates than jobs. Every year, many college graduates fail to find suitable positions. The reasons are mainly twofold: on the one hand, there are simply not enough opportunities to accommodate such great number of graduates; on the other hand, inappropriate individual assessment constitutes an even bigger obstacle. In many cases, aiming too high without taking one's advantages and disadvantages into consideration directly leads to the setbacks in the job market.

In my opinion, to set a realistic target for one's future, one must make rational decisions and make preparations accordingly.
","","分析讲解： (1) 开始段对图画进行了详细的描述，点明了其含义：一个人在执行任务的过程中必须考虑到实际情况，仅从主观意愿出发而不顾眼前的事实，是不可能成功的。 (2) 中间段以当前大学生的就业率为例分析了合理思考的重要性。 (3) 结束段结合例证提出了作者的看法：为了能够实现未来目标，一个人必须做出合理的决定，并做好相应的准备。 Useful Expressions: (1) Funny as it may seem,… (2) The implied meaning of the cartoon can be stated as that… (3) A case in point is the fact that… (4) The reasons are mainly twofold. (5) taking… into consideration
","看图写作（考研英语）",""
"Study the following graph carefully and write an essay in about 200 words. Your essay should meet the requirements below:

(1) describe the graph and interpret the its meaning.

(2) point out the problem and give your comments.
","Fresh Water Supply

What are the prospects of China's fresh water supply in the coming decades? Let's take a look at the figures in the graph. China had just enough fresh water in 2000. But, with population increase and economic development in the coming decades, the gap between demand and supply of fresh water will be widened: roughly a shortage of 30billion cubic meters in 2010, of 35billion cubic meters in 2020 and of 150billion cubic meters by the year of 2030.

What are the causesof the insufficiency of fresh water? Firstly, ecological change, particularly in northwest China, has brought about long spells of drought.Moreover, in dry seasons, many people in the drought-stricken areas could barely find drinking water for themselves and their livestock. Secondly, water pollution makes fresh water undrinkable or even poisonous. Thirdly, the growing population consumes more fresh water than ever before.

Facing the increasingly serious shortage of fresh water, both the government and the citizens should take effective measures. The government should establish rules to improve the ecological environment. Factories that drain polluted water into rivers and lakes should be severely punished or fined, and deadline should be set for them to build water purifying facilities. We must economize our use of water, speed up water price reform and establish a fair and sustainable price system. Last but not least, birth control policy should be more strictly pursued, particularly in densely populated areas and rural areas.
","","分析讲解： (1) 本文开头以提问的方式引出主题，较有新意。 (2) 第二段列举淡水不足的原因。 (3) 文章最后提出政府和民众应采取有效措施以缓解淡水紧缺的问题。 Useful Expressions: (1) What are the prospects of China's fresh water supply in the coming decades? (2) the insufficiency of fresh water (3) the drought-stricken areas (4) to take effective measures (5) to improve the ecological environment (6) to drain polluted water into rivers (7) to build water purifying facilities (8) to economize use of fresh water, speed up water price reform and establish a fair and sustainable price system
","看图写作（考研英语）",""
"Study the following graph carefully and write an essay in about 200 words. Your essay should cover all the information provided and meet the requirements below:

(1) interpret the following graph.

(2) possible reasons for the phenomenon.

(3) your comments.
","China and Gold Medals at Olympics

As is vividly described in the chart above, the number of gold medals snatched by China has been climbing and rocketed to 32 at the 2004 Athens Olympic Games. This is a great achievement and new record in the history of Chinese sports.

The major reasons for the great achievement revealed in the chart above can be illustrated as follows. To begin with, the reform and open policy has contributed to the growth of Chinese sports. The practice of the reform and open policy since 1978 has greatly improved Chinese economy, which has laid a solid foundation for the development of sports in China. Thus, without this, the 32 gold medals would have been a pie in the sky. What's more, the international exchanges have brought about the growth of Chinese sports. On one hand, we sent Yao Ming to play NBA and Liu Xiang to participate in all kinds of international sports events; On the other hand, we have invited foreign professionals to come to China and coach our national teams. Without the international exchanges, the 32 gold medals would have been a pipe-dream.

The 2008 Beijing Olympics is approaching. We should spare no efforts in developing our sports so as to win more gold medals and honor for our motherland.
","","分析讲解： (1) 开始段归纳了图表的意思。 (2) 中间段分析了中国在奥运会上实现金牌总数飞跃的主要原因：一是改革开放为体育事业的发展奠定了坚实的基础；二是国际交流的日益增强推动了体育事业的进步。 (3) 结束段提出了作者的建议和希望。 Useful Expressions: (1) As is vividly described in the chart above... (2) The major reasons for... above can be illustrated as follows. (3) To begin with... What's more... (4) a pie in the sky (5) an empty talk (6) spare no efforts in doing sth.
","看图写作（考研英语）",""
